taxon	host_feature	host_feature_collection	primary_CLR_direction	rCLR_direction	direction_agreement	coefficient_range	FDR_range	sample_exclusion_stability	contamination_exclusion_stability	TRANSFORMATION_SENSITIVE_MECHANISM
Ochrobactrum	ZNF740	DoRothEA_VIPER	positive	positive	TRUE	0.172218636557205;0.201968826083948	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Burkholderia	ATF1	DoRothEA_VIPER	positive	negative	FALSE	-0.064957876948374;0.0963519463583536	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	ATF2	DoRothEA_VIPER	positive	negative	FALSE	-0.121376585320064;0.33871984131813	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	BACH2	DoRothEA_VIPER	positive	negative	FALSE	-0.136269575331817;0.156748097477172	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	BATF	DoRothEA_VIPER	positive	negative	FALSE	-0.316014663451051;0.429397610500254	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	BCL11A	DoRothEA_VIPER	positive	negative	FALSE	-0.0997857970307116;0.225115725184373	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	CEBPA	DoRothEA_VIPER	positive	negative	FALSE	-0.160575669680646;0.333181676236726	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	CEBPB	DoRothEA_VIPER	positive	positive	TRUE	0.0403671818068649;0.142792206462267	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	CEBPG	DoRothEA_VIPER	positive	negative	FALSE	-0.0593184857839867;0.110636458356533	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	CLOCK	DoRothEA_VIPER	positive	positive	TRUE	0.0102780430688566;0.175725873195698	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	CREB3	DoRothEA_VIPER	negative	positive	FALSE	-0.0650117883397672;0.0218778226256388	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	CTCF	DoRothEA_VIPER	positive	positive	TRUE	0.043559544584357;0.0979171778810869	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	CUX1	DoRothEA_VIPER	positive	positive	TRUE	0.0156142251335431;0.110594581614102	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	DUX4	DoRothEA_VIPER	positive	negative	FALSE	-0.142131952540799;0.192014929969615	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	E2F1	DoRothEA_VIPER	positive	negative	FALSE	-0.153614916149552;0.226290076387956	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	E2F7	DoRothEA_VIPER	negative	positive	FALSE	-0.129390706608184;0.104242048992774	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	EHF	DoRothEA_VIPER	negative	positive	FALSE	-0.251412416809898;0.100152532974683	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	EOMES	DoRothEA_VIPER	positive	negative	FALSE	-0.186724052362298;0.367596381303763	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	ETS1	DoRothEA_VIPER	positive	negative	FALSE	-0.251529668373907;0.260008181218567	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	ETS2	DoRothEA_VIPER	positive	positive	TRUE	0.110005977213432;0.353222065148817	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	ETV1	DoRothEA_VIPER	positive	negative	FALSE	-0.106452268929045;0.204264504676389	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	FOXJ2	DoRothEA_VIPER	positive	negative	FALSE	-0.0935797648686816;0.148638547895534	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	FOXK2	DoRothEA_VIPER	negative	positive	FALSE	-0.0949991400426819;0.114682124640592	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	FOXM1	DoRothEA_VIPER	positive	negative	FALSE	-0.153720189875256;0.318360028685119	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	FOXO1	DoRothEA_VIPER	positive	negative	FALSE	-0.15005054231836;0.193774511920423	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	GATA3	DoRothEA_VIPER	positive	negative	FALSE	-0.171028813041538;0.220674069174009	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	GRHL2	DoRothEA_VIPER	negative	positive	FALSE	-0.764390222400231;0.547288944423433	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	HNF4A	DoRothEA_VIPER	positive	negative	FALSE	-0.0233804902148163;0.176938674326418	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	HNF4G	DoRothEA_VIPER	positive	negative	FALSE	-0.0973808102813424;0.25110117124932	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	HOXB13	DoRothEA_VIPER	positive	negative	FALSE	-0.0847892777770578;0.181714705278439	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	IKZF1	DoRothEA_VIPER	positive	negative	FALSE	-0.25108267629118;0.336805057529056	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	IRF1	DoRothEA_VIPER	positive	negative	FALSE	-0.129300498850026;0.294069112454186	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	IRF2	DoRothEA_VIPER	positive	negative	FALSE	-0.0541932974228821;0.18855850899523	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	IRF4	DoRothEA_VIPER	positive	negative	FALSE	-0.247040663957077;0.436372898199622	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	KDM5B	DoRothEA_VIPER	negative	positive	FALSE	-0.114091991849768;0.0985187423252536	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	KLF5	DoRothEA_VIPER	negative	positive	FALSE	-0.774595197130952;0.414249590410722	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	LYL1	DoRothEA_VIPER	positive	negative	FALSE	-0.45308737741739;0.653982262710507	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	MAFB	DoRothEA_VIPER	positive	negative	FALSE	-0.148150175755358;0.34384353932686	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	MAX	DoRothEA_VIPER	positive	negative	FALSE	-0.024127350079993;0.177235095373011	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	MEF2A	DoRothEA_VIPER	positive	negative	FALSE	-0.528358551581394;0.6723142620414	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	MEF2C	DoRothEA_VIPER	positive	negative	FALSE	-0.260039720909652;0.250136286401098	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	NANOG	DoRothEA_VIPER	positive	negative	FALSE	-0.13235750462291;0.123431742018604	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	NFATC1	DoRothEA_VIPER	positive	negative	FALSE	-0.161713159375277;0.267031840476268	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	NFIC	DoRothEA_VIPER	positive	negative	FALSE	-0.00246998267554955;0.0711263674953764	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	NFKB1	DoRothEA_VIPER	positive	negative	FALSE	-0.198838339900435;0.396825974193196	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	NFYB	DoRothEA_VIPER	positive	negative	FALSE	-0.0868127283277841;0.0781975411496037	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	NR2C2	DoRothEA_VIPER	negative	positive	FALSE	-0.0992271058978936;0.0336207727965326	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	NR2F1	DoRothEA_VIPER	negative	positive	FALSE	-0.331693457449876;0.39486631631597	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	OTX2	DoRothEA_VIPER	positive	negative	FALSE	-0.172028979991884;0.17427193913975	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	PAX5	DoRothEA_VIPER	positive	negative	FALSE	-0.271291679919371;0.49498352179866	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	PBX2	DoRothEA_VIPER	positive	negative	FALSE	-0.0262080753991122;0.142904869100947	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	PBX3	DoRothEA_VIPER	positive	negative	FALSE	-0.079327121790336;0.190617499380649	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	PDX1	DoRothEA_VIPER	positive	negative	FALSE	-0.252324234768366;0.418286220656146	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	PKNOX1	DoRothEA_VIPER	positive	negative	FALSE	-0.0084975212487613;0.0864134535561842	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	POU2F1	DoRothEA_VIPER	positive	negative	FALSE	-0.161899904827249;0.193568692134919	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	POU4F2	DoRothEA_VIPER	positive	negative	FALSE	-0.244331064049853;0.383729243343934	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	RBPJ	DoRothEA_VIPER	positive	negative	FALSE	-0.344280760037435;0.392699308897678	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	REL	DoRothEA_VIPER	negative	positive	FALSE	-0.119081133198432;0.0731985986236759	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	RELA	DoRothEA_VIPER	positive	negative	FALSE	-0.201404944820967;0.450538174253223	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	RFX2	DoRothEA_VIPER	negative	positive	FALSE	-0.0835151891004642;0.0554922102674696	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	RUNX1	DoRothEA_VIPER	positive	negative	FALSE	-0.157718374822646;0.219158555959995	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	SMAD1	DoRothEA_VIPER	positive	negative	FALSE	-0.132937973608716;0.128254463836868	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	SOX10	DoRothEA_VIPER	positive	negative	FALSE	-0.106119603552546;0.138713919322948	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	SOX11	DoRothEA_VIPER	positive	negative	FALSE	-0.101105705018324;0.166031297247968	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	SOX6	DoRothEA_VIPER	positive	negative	FALSE	-0.166116298732349;0.209490635661764	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	SP1	DoRothEA_VIPER	negative	positive	FALSE	-0.396979615433288;0.200849386194178	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	SP2	DoRothEA_VIPER	positive	positive	TRUE	0.0226393526246787;0.0545173107160048	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	SP4	DoRothEA_VIPER	positive	negative	FALSE	-0.0375363567299525;0.056781266421193	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	SPI1	DoRothEA_VIPER	positive	negative	FALSE	-0.815155152028201;0.765813088163	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	SPIB	DoRothEA_VIPER	positive	negative	FALSE	-0.243887036491564;0.272695123007727	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	STAT1	DoRothEA_VIPER	positive	negative	FALSE	-0.245074424924167;0.290419578099502	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	STAT3	DoRothEA_VIPER	positive	negative	FALSE	-0.104900951137125;0.419592138252408	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	STAT5A	DoRothEA_VIPER	positive	negative	FALSE	-0.386943534551473;0.64835897123701	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	STAT5B	DoRothEA_VIPER	positive	negative	FALSE	-0.216421450714468;0.396166608005613	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	TBX21	DoRothEA_VIPER	positive	negative	FALSE	-0.361484050986062;0.462407949352204	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	TCF3	DoRothEA_VIPER	positive	positive	TRUE	0.00273412785156504;0.112269718346414	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	TCF7	DoRothEA_VIPER	positive	negative	FALSE	-0.276887733532577;0.312875296055628	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	TEAD4	DoRothEA_VIPER	negative	positive	FALSE	-0.180788950457663;0.339075477504514	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	TFAP2C	DoRothEA_VIPER	negative	positive	FALSE	-0.178152830102265;0.0724567477241845	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	TP63	DoRothEA_VIPER	negative	positive	FALSE	-0.254369482724564;0.22367979618495	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	WT1	DoRothEA_VIPER	positive	negative	FALSE	-0.112623447164759;0.174022540847029	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	XBP1	DoRothEA_VIPER	positive	negative	FALSE	-0.0234215231015924;0.127728055351684	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	ZEB2	DoRothEA_VIPER	negative	positive	FALSE	-0.517273299590563;0.704897381951404	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	ZFX	DoRothEA_VIPER	positive	negative	FALSE	-0.0689331996723308;0.0620945614171013	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Burkholderia	ZNF24	DoRothEA_VIPER	positive	negative	FALSE	-0.156543460354529;0.147223140514332	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	ARNT	DoRothEA_VIPER	negative	positive	FALSE	-0.296920998556221;0.0770232644820801	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	BACH2	DoRothEA_VIPER	positive	negative	FALSE	-0.0804044865491756;0.172374436923614	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	BATF	DoRothEA_VIPER	positive	negative	FALSE	-0.332229714489225;0.327479317396836	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	CEBPA	DoRothEA_VIPER	positive	negative	FALSE	-0.0848041124155652;0.326523334543509	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	CTCFL	DoRothEA_VIPER	negative	positive	FALSE	-0.187115143240271;0.0984556407722278	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	DUX4	DoRothEA_VIPER	positive	negative	FALSE	-0.151269969952406;0.141866278642126	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	EOMES	DoRothEA_VIPER	positive	negative	FALSE	-0.207024643548345;0.261772030052762	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	ETS1	DoRothEA_VIPER	positive	negative	FALSE	-0.196853501529007;0.265048170504159	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	ETV1	DoRothEA_VIPER	positive	negative	FALSE	-0.127447486762407;0.134321354202741	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	FOXK2	DoRothEA_VIPER	negative	positive	FALSE	-0.0830213613089276;0.0987733162832434	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	FOXM1	DoRothEA_VIPER	positive	negative	FALSE	-0.160360198068875;0.23594404495936	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	FOXO1	DoRothEA_VIPER	positive	negative	FALSE	-0.125824966444472;0.166806701081186	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	GATA3	DoRothEA_VIPER	positive	negative	FALSE	-0.191287444655097;0.150505921756087	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	GFI1B	DoRothEA_VIPER	negative	positive	FALSE	-0.0734415309493118;0.0476107502128432	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	GRHL2	DoRothEA_VIPER	negative	positive	FALSE	-0.675104829137322;0.417741088711527	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	HBP1	DoRothEA_VIPER	negative	positive	FALSE	-0.085068044391693;0.0814451980324729	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	HNF1B	DoRothEA_VIPER	positive	negative	FALSE	-0.108607182551835;0.272147935088356	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	IRF3	DoRothEA_VIPER	negative	positive	FALSE	-0.205754813747394;0.0552370983466528	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	JUNB	DoRothEA_VIPER	negative	positive	FALSE	-0.159176388555273;0.0598467376463103	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	KDM5B	DoRothEA_VIPER	negative	positive	FALSE	-0.0997179060419904;0.0821494276360869	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	KLF1	DoRothEA_VIPER	negative	positive	FALSE	-0.138661419686369;0.0831658845096318	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	KLF13	DoRothEA_VIPER	positive	negative	FALSE	-0.113766474516635;0.141734460527358	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	KLF5	DoRothEA_VIPER	negative	positive	FALSE	-0.575879694845436;0.470197169469797	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	MBD1	DoRothEA_VIPER	positive	negative	FALSE	-0.121207971880987;0.185343208714113	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	MEF2A	DoRothEA_VIPER	positive	negative	FALSE	-0.459484869292521;0.581750578754384	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	MEF2C	DoRothEA_VIPER	positive	negative	FALSE	-0.253420038585538;0.198625207459892	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	MNT	DoRothEA_VIPER	positive	negative	FALSE	-0.174572915072005;0.181119287842984	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	MXI1	DoRothEA_VIPER	positive	negative	FALSE	-0.11085902743387;0.100459958749845	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	MYC	DoRothEA_VIPER	positive	positive	TRUE	0.00132963103221555;0.153119686999578	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	NFIC	DoRothEA_VIPER	positive	positive	TRUE	0.0272987458166124;0.0712741384515602	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	NFKB1	DoRothEA_VIPER	positive	negative	FALSE	-0.183742713613592;0.300928753987014	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	NFYB	DoRothEA_VIPER	positive	negative	FALSE	-0.0471515042554512;0.094256086920325	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	NR2F1	DoRothEA_VIPER	negative	positive	FALSE	-0.331175113357889;0.27396478953859	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	NRF1	DoRothEA_VIPER	negative	positive	FALSE	-0.067222516623614;0.0388977088634551	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	ONECUT1	DoRothEA_VIPER	positive	negative	FALSE	-0.147587109966435;0.213209242436155	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	PDX1	DoRothEA_VIPER	positive	negative	FALSE	-0.297579375997663;0.265193648637089	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	POU2F1	DoRothEA_VIPER	positive	negative	FALSE	-0.115137252365142;0.184898471511248	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	POU4F2	DoRothEA_VIPER	positive	negative	FALSE	-0.293508417442821;0.239432071893439	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	PRDM1	DoRothEA_VIPER	positive	negative	FALSE	-0.0479771691505467;0.131702423305716	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	RELA	DoRothEA_VIPER	positive	negative	FALSE	-0.219880673230337;0.30683687623222	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	RFX1	DoRothEA_VIPER	negative	positive	FALSE	-0.10713828230282;0.0398835799683491	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	SIX5	DoRothEA_VIPER	negative	positive	FALSE	-0.0816308318994961;0.0807224262701993	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	SMAD1	DoRothEA_VIPER	positive	negative	FALSE	-0.0776479250052979;0.14200004138079	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	SNAI2	DoRothEA_VIPER	positive	negative	FALSE	-0.268739476748753;0.314493651358378	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	SNAPC4	DoRothEA_VIPER	negative	positive	FALSE	-0.147321675735287;0.0872862724351616	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	SOX6	DoRothEA_VIPER	positive	negative	FALSE	-0.114452899453039;0.198637876754951	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	SPI1	DoRothEA_VIPER	positive	negative	FALSE	-0.691112445514839;0.709845178934957	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	SREBF1	DoRothEA_VIPER	positive	positive	TRUE	0.0934179011558926;0.141412289988906	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	STAT5A	DoRothEA_VIPER	positive	negative	FALSE	-0.304418088615748;0.547622097005551	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	STAT5B	DoRothEA_VIPER	positive	negative	FALSE	-0.254776347364802;0.269353369273731	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	TBP	DoRothEA_VIPER	negative	positive	FALSE	-0.100647474210671;0.0133233005554722	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	TBX21	DoRothEA_VIPER	positive	negative	FALSE	-0.387694220779288;0.346763738739995	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	TEAD4	DoRothEA_VIPER	negative	positive	FALSE	-0.223538741662207;0.231080648207336	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	TFAP4	DoRothEA_VIPER	negative	positive	FALSE	-0.190325739948262;0.141098738359054	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	TP63	DoRothEA_VIPER	negative	positive	FALSE	-0.230176714983431;0.186768798801377	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	USF2	DoRothEA_VIPER	positive	negative	FALSE	-0.0519237753848424;0.139041187910906	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	VDR	DoRothEA_VIPER	negative	positive	FALSE	-0.0988639660698138;0.0222793922849676	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	WT1	DoRothEA_VIPER	positive	negative	FALSE	-0.11179402958008;0.11528691938816	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	ZBTB11	DoRothEA_VIPER	positive	negative	FALSE	-0.0942208631656473;0.0871167646044281	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	ZEB2	DoRothEA_VIPER	negative	positive	FALSE	-0.679842963571741;0.404646915009972	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	ZKSCAN1	DoRothEA_VIPER	negative	positive	FALSE	-0.238721272861195;0.174367172282516	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
